Manufacturer & Weapon Type ID,Manufacturer,Weapon Type,Part ID,Part Type,String,Stat
20,Daedalus,SMG,31,Scope Accessory,DAD_SM.part_scope_acc_s02_lb_a,+伤害
20,Daedalus,SMG,32,Scope Accessory,DAD_SM.part_scope_acc_s01_l01_a,+伤害
20,Daedalus,SMG,33,Scope Accessory,DAD_SM.part_scope_acc_s01_l01_b,-装填时间
20,Daedalus,SMG,34,Scope Accessory,DAD_SM.part_scope_acc_s01_l02_a,+伤害
20,Daedalus,SMG,35,Scope Accessory,DAD_SM.part_scope_acc_s01_l02_b,-装填时间
20,Daedalus,SMG,36,Scope Accessory,DAD_SM.part_scope_acc_s02_l01_a,无可见属性变化
20,Daedalus,SMG,37,Scope Accessory,DAD_SM.part_scope_acc_s02_l01_b,+暴击伤害
20,Daedalus,SMG,38,Scope Accessory,DAD_SM.part_scope_acc_s02_l02_a,无可见属性变化
20,Daedalus,SMG,39,Scope Accessory,DAD_SM.part_scope_acc_s02_l02_b,+暴击伤害
20,Daedalus,SMG,40,Grip,DAD_SM.part_grip_05a_ted_legs,"泰迪尔装填修改组件:腿部,无可见属性变化"
20,Daedalus,SMG,41,Grip,DAD_SM.part_grip_05c_ted_jav,"泰迪尔装填修改组件:标枪,无可见属性变化"
20,Daedalus,SMG,42,Grip,DAD_SM.part_grip_05b_ted_homing,"泰迪尔装填修改组件:追踪,无可见属性变化"
20,Daedalus,SMG,43,Grip,DAD_SM.part_grip_04_hyp,"亥伯龙握把,-精准度,持续射击提升精准度"
20,Daedalus,SMG,44,Grip,DAD_SM.part_grip_01,+伤害
20,Daedalus,SMG,45,Grip,DAD_SM.part_grip_02,+射速
20,Daedalus,SMG,46,Grip,DAD_SM.part_grip_03,-装填时间
20,Daedalus,SMG,47,Underbarrel,DAD_SM.part_underbarrel_06_malswitch,"马里旺元素切换下挂"
20,Daedalus,SMG,48,Underbarrel,DAD_SM.part_underbarrel_02_shotgun,附属开火-霰弹枪
20,Daedalus,SMG,49,Underbarrel,DAD_SM.part_underbarrel_03_overcharge,附属开火-超级充能
20,Daedalus,SMG,50,Underbarrel,DAD_SM.part_underbarrel_04_atlas,阿特拉斯追踪飞镖
20,Daedalus,SMG,51,Foregrip,DAD_SM.part_foregrip_02,+射速
20,Daedalus,SMG,52,Foregrip,DAD_SM.part_foregrip_01,+伤害
20,Daedalus,SMG,53,Foregrip,DAD_SM.part_foregrip_03,+精准度
20,Daedalus,SMG,54,Underbarrel,DAD_SM.part_underbarrel_04_atlas_ball,阿特拉斯追踪手雷
20,Daedalus,SMG,55,Manufacturer Part,DAD_SM.part_body_mag_ps,代达洛斯手枪弹药
20,Daedalus,SMG,56,Manufacturer Part,DAD_SM.part_body_mag_ar,代达洛斯突击步枪弹药
20,Daedalus,SMG,57,Manufacturer Part,DAD_SM.part_body_mag_sr,代达洛斯狙击枪弹药
20,Daedalus,SMG,58,Manufacturer Part,DAD_SM.part_body_mag_sg,代达洛斯霰弹枪弹药
20,Daedalus,SMG,60,Barrel,DAD_SM.part_barrel_01_luty,"疯小子卢迪,446伤害,78%精准度,22.0/s射速"
20,Daedalus,SMG,62,Body,DAD_SM.part_body,"无属性变化，固有部件"
20,Daedalus,SMG,64,Barrel,DAD_SM.part_barrel_01_bloodstarved,"暗兽,658x2伤害,71%精准度,6.7/s射速,2/每发"
20,Daedalus,SMG,66,Stat Modifier,DAD_SM.part_mag_borg_barrel_02,3.3s装填时间
20,Daedalus,SMG,67,Stat Modifier,DAD_SM.part_mag_borg_barrel_01,3.3s装填时间
20,Daedalus,SMG,69,Barrel,DAD_SM.part_barrel_01_loarmaster,"代达洛斯冲锋枪,658x6伤害,71%精准度,6.7/s射速,2/每发"
20,Daedalus,SMG,79,Underbarrel,DAD_SM.part_underbarrel_01_stungrenade,附属开火-榴弹发射器
20,Daedalus,SMG,80,Barrel Accessory,DAD_SM.part_barrel_01_a,+伤害
20,Daedalus,SMG,81,Barrel Accessory,DAD_SM.part_barrel_01_b,+暴击伤害
20,Daedalus,SMG,82,Barrel Accessory,DAD_SM.part_barrel_01_c,+精准度
20,Daedalus,SMG,83,Barrel Accessory,DAD_SM.part_barrel_01_d,+精准度
20,Daedalus,SMG,84,Barrel Accessory,DAD_SM.part_barrel_02_a,+伤害
20,Daedalus,SMG,85,Barrel Accessory,DAD_SM.part_barrel_02_b,+精准度
20,Daedalus,SMG,86,Barrel Accessory,DAD_SM.part_barrel_02_c,+射速
20,Daedalus,SMG,87,Barrel Accessory,DAD_SM.part_barrel_02_d,+射速
20,Daedalus,SMG,88,Manufacturer Part,DAD_SM.part_barrel_licensed_jak,雅各布斯-暴击跳弹
20,Daedalus,SMG,89,Manufacturer Part,DAD_SM.part_barrel_licensed_ted,"泰迪尔装填,无可见属性变化"
20,Daedalus,SMG,90,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_shooting,"泰迪尔射击,无可见属性变化"
20,Daedalus,SMG,91,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_mirv,"泰迪尔分裂式,无可见属性变化"
20,Daedalus,SMG,92,Manufacturer Part,DAD_SM.part_barrel_licensed_ted_combo,"泰迪尔组合,无可见属性变化"
20,Daedalus,SMG,93,Manufacturer Part,DAD_SM.part_barrel_licensed_hyp,"亥伯龙护盾可见附件,无可见属性变化"
27,Jakobs,Assault Rifle,2,Body,JAK_AR.part_body,"无属性变化，固有部件"
27,Jakobs,Assault Rifle,3,Body Accessory,JAK_AR.part_body_a,-装填时间
27,Jakobs,Assault Rifle,4,Body Accessory,JAK_AR.part_body_b,+射速
27,Jakobs,Assault Rifle,5,Body Accessory,JAK_AR.part_body_c,+精准度
27,Jakobs,Assault Rifle,6,Body Accessory,JAK_AR.part_body_d,+暴击伤害
27,Jakobs,Assault Rifle,7,Barrel,JAK_AR.part_barrel_01,"独角兽,1294伤害,77%精准度,6.5/s射速"
27,Jakobs,Assault Rifle,8,Barrel,JAK_AR.part_barrel_02,"狼人,1517伤害,76%精准度,4.8/s射速"
27,Jakobs,Assault Rifle,9,Barrel Accessory,JAK_AR.part_barrel_01_a,+伤害
27,Jakobs,Assault Rifle,10,Barrel Accessory,JAK_AR.part_barrel_01_b,+暴击伤害
27,Jakobs,Assault Rifle,11,Barrel Accessory,JAK_AR.part_barrel_01_c,+精准度
27,Jakobs,Assault Rifle,12,Barrel Accessory,JAK_AR.part_barrel_01_d,+精准度
27,Jakobs,Assault Rifle,13,Barrel Accessory,JAK_AR.part_barrel_02_a,+伤害
27,Jakobs,Assault Rifle,14,Barrel Accessory,JAK_AR.part_barrel_02_b,+精准度
27,Jakobs,Assault Rifle,15,Barrel Accessory,JAK_AR.part_barrel_02_c,+射速
27,Jakobs,Assault Rifle,16,Barrel Accessory,JAK_AR.part_barrel_02_d,+射速
27,Jakobs,Assault Rifle,17,Manufacturer Part,JAK_AR.part_barrel_licensed_ted,"泰迪尔装填,无可见属性变化"
27,Jakobs,Assault Rifle,18,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_shooting,"泰迪尔射击,无可见属性变化"
27,Jakobs,Assault Rifle,19,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_combo,"泰迪尔组合,无可见属性变化"
27,Jakobs,Assault Rifle,20,Manufacturer Part,JAK_AR.part_barrel_licensed_ted_mirv,"泰迪尔分裂式,无可见属性变化"
27,Jakobs,Assault Rifle,21,Manufacturer Part,JAK_AR.part_barrel_licensed_hyp,"亥伯龙护盾可见附件,无可见属性变化"
27,Jakobs,Assault Rifle,22,Manufacturer Part,JAK_AR.part_shield_default,亥伯龙护盾
27,Jakobs,Assault Rifle,23,Manufacturer Part,JAK_AR.part_shield_ricochet,亥伯龙跳弹护盾
27,Jakobs,Assault Rifle,24,Manufacturer Part,JAK_AR.part_shield_amp,亥伯龙增强护盾
27,Jakobs,Assault Rifle,25,Magazine,JAK_AR.part_mag_01,"2.5s装填时间,14弹容"
27,Jakobs,Assault Rifle,26,Magazine,JAK_AR.part_mag_02,"2.7s装填时间,18弹容"
27,Jakobs,Assault Rifle,27,Magazine,JAK_AR.part_mag_03_tor,"2.6s装填时间,16弹容"
27,Jakobs,Assault Rifle,28,Magazine,JAK_AR.part_mag_04_cov,"4.0s装填时间,17弹容"
27,Jakobs,Assault Rifle,29,Magazine,JAK_AR.part_mag_05_borg,"2.0s装填时间,24弹容"
27,Jakobs,Assault Rifle,30,Manufacturer Part,JAK_AR.part_mag_torgue_normal,托格冲击弹匣
27,Jakobs,Assault Rifle,31,Manufacturer Part,JAK_AR.part_mag_torgue_sticky,托格粘性弹匣
27,Jakobs,Assault Rifle,32,Stat Modifier,JAK_AR.part_mag_ted_thrown_01,2.0s装填时间
27,Jakobs,Assault Rifle,33,Stat Modifier,JAK_AR.part_mag_ted_thrown_02,2.0s装填时间
27,Jakobs,Assault Rifle,34,Stat Modifier,JAK_AR.part_mag_ted_thrown_03_tor,2.0s装填时间
27,Jakobs,Assault Rifle,35,Stat Modifier,JAK_AR.part_mag_ted_thrown_04_cov,3.0s装填时间
27,Jakobs,Assault Rifle,36,Stat Modifier,JAK_AR.part_mag_ted_thrown_05_bor,3.0s装填时间
27,Jakobs,Assault Rifle,37,Scope,JAK_AR.part_scope_ironsight,机瞄
27,Jakobs,Assault Rifle,38,Scope,JAK_AR.part_scope_01_lens_01,瞄准镜 +放大倍率
27,Jakobs,Assault Rifle,39,Scope,JAK_AR.part_scope_01_lens_02,瞄准镜 +放大倍率
27,Jakobs,Assault Rifle,40,Scope,JAK_AR.part_scope_02_lens_01,瞄准镜 ++放大倍率
27,Jakobs,Assault Rifle,41,Scope,JAK_AR.part_scope_02_lens_02,瞄准镜 ++放大倍率
27,Jakobs,Assault Rifle,42,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_a,+伤害
27,Jakobs,Assault Rifle,43,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_b,-装填时间
27,Jakobs,Assault Rifle,44,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_a,无可见属性变化
27,Jakobs,Assault Rifle,45,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_b,+暴击伤害
27,Jakobs,Assault Rifle,46,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_a,+伤害
27,Jakobs,Assault Rifle,47,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_b,-装填时间
27,Jakobs,Assault Rifle,48,Grip,JAK_AR.part_grip_05a_ted_legs,"泰迪尔装填修改组件:腿部,无可见属性变化"
27,Jakobs,Assault Rifle,49,Grip,JAK_AR.part_grip_05c_ted_jav,"泰迪尔装填修改组件:标枪,无可见属性变化"
27,Jakobs,Assault Rifle,50,Grip,JAK_AR.part_grip_05b_ted_homing,"泰迪尔装填修改组件:追踪,无可见属性变化"
27,Jakobs,Assault Rifle,51,Grip,JAK_AR.part_grip_04_hyp,"亥伯龙握把,-精准度,持续射击提升精准度"
27,Jakobs,Assault Rifle,52,Grip,JAK_AR.part_grip_01,+伤害
27,Jakobs,Assault Rifle,53,Grip,JAK_AR.part_grip_02,+暴击伤害
27,Jakobs,Assault Rifle,54,Grip,JAK_AR.part_grip_03,-装填时间
27,Jakobs,Assault Rifle,55,Underbarrel,JAK_AR.part_underbarrel_03_shotgun,附属开火-霰弹枪
27,Jakobs,Assault Rifle,56,Underbarrel,JAK_AR.part_underbarrel_01_flintlock,附属开火-双管燧发火枪
27,Jakobs,Assault Rifle,57,Underbarrel,JAK_AR.part_underbarrel_02_crank,附属开火-手摇曲柄
27,Jakobs,Assault Rifle,58,Underbarrel,JAK_AR.part_underbarrel_04_atlas_ball,阿特拉斯追踪手雷
27,Jakobs,Assault Rifle,59,Underbarrel,JAK_AR.part_underbarrel_04_atlas,阿特拉斯追踪飞镖
27,Jakobs,Assault Rifle,60,Underbarrel,JAK_AR.part_underbarrel_05_ammoswitcher,"代达洛斯弹药切换下挂"
27,Jakobs,Assault Rifle,61,Foregrip,JAK_AR.part_foregrip_01,+伤害
27,Jakobs,Assault Rifle,62,Foregrip,JAK_AR.part_foregrip_02,+射速
27,Jakobs,Assault Rifle,63,Foregrip,JAK_AR.part_foregrip_03,+精准度
27,Jakobs,Assault Rifle,64,Manufacturer Part,JAK_AR.part_secondary_ammo_smg,代达洛斯冲锋枪弹药
27,Jakobs,Assault Rifle,65,Manufacturer Part,JAK_AR.part_secondary_ammo_sg,代达洛斯霰弹枪弹药
27,Jakobs,Assault Rifle,66,Manufacturer Part,JAK_AR.part_secondary_ammo_sr,代达洛斯狙击枪弹药
27,Jakobs,Assault Rifle,67,Manufacturer Part,JAK_AR.part_secondary_ammo_ps,代达洛斯手枪弹药
27,Jakobs,Assault Rifle,68,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_a,无可见属性变化
27,Jakobs,Assault Rifle,69,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_b,+暴击伤害
27,Jakobs,Assault Rifle,71,Scope,JAK_AR.part_scope_02_lens_02_b02,瞄准镜 ++放大倍率
27,Jakobs,Assault Rifle,73,Barrel,JAK_AR.part_barrel_01_bonnieclyde,"雌雄大盗,2249伤害,76%精准度,6.3/s射速"
27,Jakobs,Assault Rifle,75,Barrel,JAK_AR.part_barrel_02_rowan,"罗恩的冲锋,1517伤害,75%精准度,6.0/s射速"
27,Jakobs,Assault Rifle,76,Barrel,JAK_AR.part_barrel_02_screenwriter,占位符枪管无效果
27,Jakobs,Assault Rifle,78,Barrel,JAK_AR.part_barrel_02_rowdy,"暴走骑士,2008伤害,64%精准度,3.2/s射速,-55%暴击伤害"
27,Jakobs,Assault Rifle,85,Manufacturer Part,JAK_AR.part_shield_ammo,亥伯龙吸收护盾
3,Jakobs,Pistol,2,Body,JAK_PS.part_body,"无属性变化，固有部件"
3,Jakobs,Pistol,3,Body Accessory,JAK_PS.part_body_a,-装填时间
3,Jakobs,Pistol,4,Body Accessory,JAK_PS.part_body_b,-装填时间
3,Jakobs,Pistol,5,Body Accessory,JAK_PS.part_body_c,+精准度
3,Jakobs,Pistol,6,Body Accessory,JAK_PS.part_body_d,+暴击伤害
3,Jakobs,Pistol,7,Barrel,JAK_PS.part_barrel_01,"妖婆,1785伤害,69%精准度,9.0/s射速"
3,Jakobs,Pistol,8,Barrel,JAK_PS.part_barrel_02,"矿妖,1874伤害,78%精准度,7.5/s射速"
3,Jakobs,Pistol,9,Manufacturer Part,JAK_PS.part_shield_default,亥伯龙护盾
3,Jakobs,Pistol,10,Manufacturer Part,JAK_PS.part_shield_ricochet,亥伯龙跳弹护盾
3,Jakobs,Pistol,11,Manufacturer Part,JAK_PS.part_shield_ammo,亥伯龙吸收护盾
3,Jakobs,Pistol,12,Manufacturer Part,JAK_PS.part_shield_amp,亥伯龙增强护盾
3,Jakobs,Pistol,13,Magazine,JAK_PS.part_mag_01,"2.4s装填时间,4弹容"
3,Jakobs,Pistol,14,Magazine,JAK_PS.part_mag_02,"2.3s装填时间,6弹容"
3,Jakobs,Pistol,15,Magazine,JAK_PS.part_mag_03_tor,"2.9s装填时间,8弹容"
3,Jakobs,Pistol,16,Magazine,JAK_PS.part_mag_04_cov,"3.2s装填时间,5弹容"
3,Jakobs,Pistol,17,Magazine,JAK_PS.part_mag_05_borg,"2.3s装填时间,8弹容"
3,Jakobs,Pistol,18,Manufacturer Part,JAK_PS.part_mag_torgue_normal,托格冲击弹匣
3,Jakobs,Pistol,19,Manufacturer Part,JAK_PS.part_mag_torgue_sticky,托格粘性弹匣
3,Jakobs,Pistol,20,Stat Modifier,JAK_PS.part_mag_ted_thrown_01,2.0s装填时间
3,Jakobs,Pistol,21,Stat Modifier,JAK_PS.part_mag_ted_thrown_02,2.0s装填时间
3,Jakobs,Pistol,22,Stat Modifier,JAK_PS.part_mag_ted_thrown_03_tor,2.0s装填时间
3,Jakobs,Pistol,23,Stat Modifier,JAK_PS.part_mag_ted_thrown_04_cov,3.0s装填时间
3,Jakobs,Pistol,24,Stat Modifier,JAK_PS.part_mag_ted_thrown_05_bor,2.0s装填时间
3,Jakobs,Pistol,25,Scope,JAK_PS.part_scope_ironsight,机瞄
3,Jakobs,Pistol,26,Scope,JAK_PS.part_scope_01_lens_01,瞄准镜 +放大倍率
3,Jakobs,Pistol,27,Scope,JAK_PS.part_scope_01_lens_02,瞄准镜 +放大倍率
3,Jakobs,Pistol,28,Scope,JAK_PS.part_scope_02_lens_01,瞄准镜 ++放大倍率
3,Jakobs,Pistol,29,Scope,JAK_PS.part_scope_02_lens_02,瞄准镜 +++放大倍率
3,Jakobs,Pistol,30,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_a,+伤害
3,Jakobs,Pistol,31,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_b,-装填时间
3,Jakobs,Pistol,32,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_a,无可见属性变化
3,Jakobs,Pistol,33,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_b,+暴击伤害
3,Jakobs,Pistol,34,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_a,+伤害
3,Jakobs,Pistol,35,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_b,-装填时间
3,Jakobs,Pistol,36,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_a,无可见属性变化
3,Jakobs,Pistol,37,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_b,+暴击伤害
3,Jakobs,Pistol,38,Grip,JAK_PS.part_grip_05b_ted_homing,"泰迪尔装填修改组件:追踪,无可见属性变化"
3,Jakobs,Pistol,39,Grip,JAK_PS.part_grip_05c_ted_jav,"泰迪尔装填修改组件:标枪,无可见属性变化"
3,Jakobs,Pistol,40,Grip,JAK_PS.part_grip_05a_ted_legs,"泰迪尔装填修改组件:腿部,无可见属性变化"
3,Jakobs,Pistol,41,Grip,JAK_PS.part_grip_01,+伤害
3,Jakobs,Pistol,42,Grip,JAK_PS.part_grip_02,+暴击伤害
3,Jakobs,Pistol,43,Grip,JAK_PS.part_grip_03,-装填时间
3,Jakobs,Pistol,44,Grip,JAK_PS.part_grip_04_hyp,"亥伯龙握把,-精准度,持续射击提升精准度"
3,Jakobs,Pistol,45,Underbarrel,JAK_PS.part_underbarrel_02_knifelauncher,附属开火-飞刀发射器
3,Jakobs,Pistol,46,Underbarrel,JAK_PS.part_underbarrel_01_microrocket,附属开火-极速火箭
3,Jakobs,Pistol,47,Underbarrel,JAK_PS.part_underbarrel_05_ammoswitcher,"代达洛斯弹药切换下挂"
3,Jakobs,Pistol,48,Underbarrel,JAK_PS.part_underbarrel_04_atlas,阿特拉斯追踪飞镖
3,Jakobs,Pistol,49,Foregrip,JAK_PS.part_foregrip_02,+射速
3,Jakobs,Pistol,50,Foregrip,JAK_PS.part_foregrip_03,+精准度
3,Jakobs,Pistol,51,Barrel Accessory,JAK_PS.part_barrel_01_a,+伤害
3,Jakobs,Pistol,52,Barrel Accessory,JAK_PS.part_barrel_01_b,+暴击伤害
3,Jakobs,Pistol,53,Barrel Accessory,JAK_PS.part_barrel_01_c,+精准度
3,Jakobs,Pistol,54,Barrel Accessory,JAK_PS.part_barrel_01_d,+精准度
3,Jakobs,Pistol,55,Barrel Accessory,JAK_PS.part_barrel_02_a,+伤害
3,Jakobs,Pistol,56,Barrel Accessory,JAK_PS.part_barrel_02_b,+精准度
3,Jakobs,Pistol,57,Barrel Accessory,JAK_PS.part_barrel_02_c,+射速
3,Jakobs,Pistol,58,Barrel Accessory,JAK_PS.part_barrel_02_d,+伤害
3,Jakobs,Pistol,59,Manufacturer Part,JAK_PS.part_barrel_licensed_ted,"泰迪尔装填,无可见属性变化"
3,Jakobs,Pistol,60,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_shooting,"泰迪尔射击,无可见属性变化"
3,Jakobs,Pistol,61,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_mirv,"泰迪尔分裂式,无可见属性变化"
3,Jakobs,Pistol,62,Manufacturer Part,JAK_PS.part_barrel_licensed_ted_combo,"泰迪尔组合,无可见属性变化"
3,Jakobs,Pistol,63,Manufacturer Part,JAK_PS.part_barrel_licensed_hyp,"亥伯龙护盾可见附件,无可见属性变化"
3,Jakobs,Pistol,64,Manufacturer Part,JAK_PS.part_secondary_ammo_smg,代达洛斯冲锋枪弹药
3,Jakobs,Pistol,65,Manufacturer Part,JAK_PS.part_secondary_ammo_sg,代达洛斯霰弹枪弹药
3,Jakobs,Pistol,66,Manufacturer Part,JAK_PS.part_secondary_ammo_ar,代达洛斯突击步枪弹药
3,Jakobs,Pistol,67,Manufacturer Part,JAK_PS.part_secondary_ammo_sr,代达洛斯狙击枪弹药
3,Jakobs,Pistol,68,Underbarrel,JAK_PS.part_underbarrel_03_vial,附属开火-药瓶发射器
3,Jakobs,Pistol,69,Underbarrel,JAK_PS.part_underbarrel_04_atlas_ball,阿特拉斯追踪手雷
3,Jakobs,Pistol,70,Foregrip,JAK_PS.part_foregrip_01,+伤害
3,Jakobs,Pistol,72,Barrel,JAK_PS.part_barrel_quickdraw,"圣撒巴鸣鸟,1874伤害,61%精准度,7.5/s射速"
3,Jakobs,Pistol,75,Barrel,JAK_PS.part_barrel_02_kingsgambit,"国王的决策,1874伤害,69%精准度,7.5/s射速"
3,Jakobs,Pistol,77,Barrel,JAK_PS.part_barrel_01_phantom_flame,"幻影火焰,1785伤害,43%精准度,9.0/s射速"
3,Jakobs,Pistol,80,Barrel,JAK_PS.part_barrel_01_seventh_sense,"第七感,1785伤害,67%精准度,9.0/s射速"
9,Jakobs,Shotgun,1,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_shock,彩色喷雾-冰冻，点燃，点击
9,Jakobs,Shotgun,2,Body,JAK_SG.part_body,"无属性变化，固有部件"
9,Jakobs,Shotgun,3,Body Accessory,JAK_SG.part_body_a,-装填时间
9,Jakobs,Shotgun,4,Body Accessory,JAK_SG.part_body_b,-装填时间
9,Jakobs,Shotgun,5,Body Accessory,JAK_SG.part_body_c,+精准度
9,Jakobs,Shotgun,6,Body Accessory,JAK_SG.part_body_d,+暴击伤害
9,Jakobs,Shotgun,7,Barrel,JAK_SG.part_barrel_01,"无头骑士,823x6伤害,73%精准度,1.5/s射速"
9,Jakobs,Shotgun,8,Barrel,JAK_SG.part_barrel_02,"邪眼,837x10伤害,51%精准度,1.3/s射速"
9,Jakobs,Shotgun,9,Manufacturer Part,JAK_SG.part_shield_default,亥伯龙护盾
9,Jakobs,Shotgun,10,Manufacturer Part,JAK_SG.part_shield_ricochet,亥伯龙跳弹护盾
9,Jakobs,Shotgun,11,Manufacturer Part,JAK_SG.part_shield_ammo,亥伯龙吸收护盾
9,Jakobs,Shotgun,12,Manufacturer Part,JAK_SG.part_shield_amp,亥伯龙增强护盾
9,Jakobs,Shotgun,13,Magazine,JAK_SG.part_mag_05_borg,"2.5s装填时间,8弹容"
9,Jakobs,Shotgun,14,Magazine,JAK_SG.part_mag_04_cov,"3.0s装填时间,6弹容"
9,Jakobs,Shotgun,15,Magazine,JAK_SG.part_mag_03_tor,"2.3s装填时间,12弹容,2/每发"
9,Jakobs,Shotgun,16,Stat Modifier,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_rad,彩色喷雾-冰冻，点燃，辐射
9,Jakobs,Shotgun,17,Magazine,JAK_SG.part_mag_02,"4.8s装填时间,6弹容"
9,Jakobs,Shotgun,18,Stat Modifier,JAK_SG.part_mag_ted_thrown_01,2.0s装填时间
9,Jakobs,Shotgun,19,Stat Modifier,JAK_SG.part_mag_ted_thrown_02,2.0s装填时间
9,Jakobs,Shotgun,20,Stat Modifier,JAK_SG.part_mag_ted_thrown_03_tor,2.0s装填时间
9,Jakobs,Shotgun,21,Stat Modifier,JAK_SG.part_mag_ted_thrown_04_cov,3.0s装填时间
9,Jakobs,Shotgun,22,Stat Modifier,JAK_SG.part_mag_ted_thrown_05_bor,3.0s装填时间
9,Jakobs,Shotgun,23,Scope,JAK_SG.part_scope_ironsight,机瞄
9,Jakobs,Shotgun,24,Scope,JAK_SG.part_scope_01_lens_01,瞄准镜 +放大倍率
9,Jakobs,Shotgun,25,Scope,JAK_SG.part_scope_01_lens_02,瞄准镜 +放大倍率
9,Jakobs,Shotgun,26,Scope,JAK_SG.part_scope_02_lens_01,瞄准镜 ++放大倍率
9,Jakobs,Shotgun,27,Scope,JAK_SG.part_scope_02_lens_02,瞄准镜 ++放大倍率
9,Jakobs,Shotgun,28,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_a,+伤害
9,Jakobs,Shotgun,29,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_b,-装填时间
9,Jakobs,Shotgun,30,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_a,无可见属性变化
9,Jakobs,Shotgun,31,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_b,+暴击伤害
9,Jakobs,Shotgun,32,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_a,+伤害
9,Jakobs,Shotgun,33,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_b,-装填时间
9,Jakobs,Shotgun,34,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_a,无可见属性变化
9,Jakobs,Shotgun,35,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_b,+暴击伤害
9,Jakobs,Shotgun,36,Grip,JAK_SG.part_grip_05c_ted_jav,"泰迪尔装填修改组件:标枪,无可见属性变化"
9,Jakobs,Shotgun,37,Grip,JAK_SG.part_grip_05b_ted_homing,"泰迪尔装填修改组件:追踪,无可见属性变化"
9,Jakobs,Shotgun,38,Grip,JAK_SG.part_grip_04_hyp,"亥伯龙握把,-精准度,持续射击提升精准度"
9,Jakobs,Shotgun,39,Grip,JAK_SG.part_grip_05a_ted_legs,"泰迪尔装填修改组件:腿部,无可见属性变化"
9,Jakobs,Shotgun,40,Grip,JAK_SG.part_grip_01,+伤害
9,Jakobs,Shotgun,41,Grip,JAK_SG.part_grip_02,+暴击伤害
9,Jakobs,Shotgun,42,Grip,JAK_SG.part_grip_03,-装填时间
9,Jakobs,Shotgun,43,Underbarrel,JAK_SG.part_underbarrel_04_atlas_ball,阿特拉斯追踪手雷
9,Jakobs,Shotgun,44,Underbarrel,JAK_SG.part_underbarrel_04_atlas,阿特拉斯追踪飞镖
9,Jakobs,Shotgun,45,Underbarrel,JAK_SG.part_underbarrel_03_grenade,附属开火-散射发射器
9,Jakobs,Shotgun,46,Underbarrel,JAK_SG.part_underbarrel_02_meathook,附属开火-重力鱼叉
9,Jakobs,Shotgun,47,Foregrip,JAK_SG.part_foregrip_02,+射速
9,Jakobs,Shotgun,48,Foregrip,JAK_SG.part_foregrip_03,+精准度
9,Jakobs,Shotgun,49,Underbarrel,JAK_SG.part_underbarrel_05_ammoswitcher,"代达洛斯弹药切换下挂"
9,Jakobs,Shotgun,50,Underbarrel,JAK_SG.part_underbarrel_01_knifelauncher,附属开火-飞刀发射器
9,Jakobs,Shotgun,51,Manufacturer Part,JAK_SG.part_secondary_ammo_smg,代达洛斯冲锋枪弹药
9,Jakobs,Shotgun,52,Manufacturer Part,JAK_SG.part_secondary_ammo_ps,代达洛斯手枪弹药
9,Jakobs,Shotgun,53,Manufacturer Part,JAK_SG.part_secondary_ammo_assaultrifle,代达洛斯突击步枪弹药
9,Jakobs,Shotgun,54,Manufacturer Part,JAK_SG.part_secondary_ammo_sr,代达洛斯狙击枪弹药
9,Jakobs,Shotgun,55,Barrel Accessory,JAK_SG.part_barrel_01_a,+伤害
9,Jakobs,Shotgun,56,Barrel Accessory,JAK_SG.part_barrel_01_b,+暴击伤害
9,Jakobs,Shotgun,57,Barrel Accessory,JAK_SG.part_barrel_01_c,+精准度
9,Jakobs,Shotgun,58,Barrel Accessory,JAK_SG.part_barrel_01_d,+精准度
