Manufacturer & Weapon Type ID,Manufacturer,Weapon Type,Part ID,Part Type,String,Name
27,Jakobs,Assault Rifle,6,Body Accessory,JAK_AR.part_body_d,
27,Jakobs,Assault Rifle,7,Barrel,JAK_AR.part_barrel_01,Karkadann
27,Jakobs,Assault Rifle,8,Barrel,JAK_AR.part_barrel_02,Rougarou
27,Jakobs,Assault Rifle,9,Barrel Accessory,JAK_AR.part_barrel_01_a,
27,Jakobs,Assault Rifle,10,Barrel Accessory,JAK_AR.part_barrel_01_b,
27,Jakobs,Assault Rifle,11,Barrel Accessory,JAK_AR.part_barrel_01_c,
27,Jakobs,Assault Rifle,12,Barrel Accessory,JAK_AR.part_barrel_01_d,
27,Jakobs,Assault Rifle,13,Barrel Accessory,JAK_AR.part_barrel_02_a,
27,Jakobs,Assault Rifle,14,Barrel Accessory,JAK_AR.part_barrel_02_b,
27,Jakobs,Assault Rifle,15,Barrel Accessory,JAK_AR.part_barrel_02_c,
27,Jakobs,Assault Rifle,16,Barrel Accessory,JAK_AR.part_barrel_02_d,
27,Jakobs,Assault Rifle,17,Tediore Payload,JAK_AR.part_barrel_licensed_ted,Tediore Throw
27,Jakobs,Assault Rifle,18,Tediore Payload,JAK_AR.part_barrel_licensed_ted_shooting,Tediore Shooting
27,Jakobs,Assault Rifle,19,Tediore Payload,JAK_AR.part_barrel_licensed_ted_combo,Tediore Combo
27,Jakobs,Assault Rifle,20,Tediore Payload,JAK_AR.part_barrel_licensed_ted_mirv,Tediore MIRV
27,Jakobs,Assault Rifle,21,Manufacturer Part,JAK_AR.part_barrel_licensed_hyp,
27,Jakobs,Assault Rifle,22,Manufacturer Part,JAK_AR.part_shield_default,
27,Jakobs,Assault Rifle,23,Manufacturer Part,JAK_AR.part_shield_ricochet,
27,Jakobs,Assault Rifle,24,Manufacturer Part,JAK_AR.part_shield_amp,
27,Jakobs,Assault Rifle,25,Magazine,JAK_AR.part_mag_01,
27,Jakobs,Assault Rifle,26,Magazine,JAK_AR.part_mag_02,
27,Jakobs,Assault Rifle,27,Magazine,JAK_AR.part_mag_03_tor,
27,Jakobs,Assault Rifle,28,Magazine,JAK_AR.part_mag_04_cov,
27,Jakobs,Assault Rifle,29,Magazine,JAK_AR.part_mag_05_borg,
27,Jakobs,Assault Rifle,30,Manufacturer Part,JAK_AR.part_mag_torgue_normal,
27,Jakobs,Assault Rifle,31,Manufacturer Part,JAK_AR.part_mag_torgue_sticky,
27,Jakobs,Assault Rifle,32,Tediore Throw Reload,JAK_AR.part_mag_ted_thrown_01,
27,Jakobs,Assault Rifle,33,Tediore Throw Reload,JAK_AR.part_mag_ted_thrown_02,
27,Jakobs,Assault Rifle,34,Tediore Throw Reload,JAK_AR.part_mag_ted_thrown_03_tor,
27,Jakobs,Assault Rifle,35,Tediore Throw Reload,JAK_AR.part_mag_ted_thrown_04_cov,
27,Jakobs,Assault Rifle,36,Tediore Throw Reload,JAK_AR.part_mag_ted_thrown_05_bor,
27,Jakobs,Assault Rifle,37,Scope,JAK_AR.part_scope_ironsight,
27,Jakobs,Assault Rifle,38,Scope,JAK_AR.part_scope_01_lens_01,
27,Jakobs,Assault Rifle,39,Scope,JAK_AR.part_scope_01_lens_02,
27,Jakobs,Assault Rifle,40,Scope,JAK_AR.part_scope_02_lens_01,
27,Jakobs,Assault Rifle,41,Scope,JAK_AR.part_scope_02_lens_02,
27,Jakobs,Assault Rifle,42,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_a,
27,Jakobs,Assault Rifle,43,Scope Accessory,JAK_AR.part_scope_acc_s01_l01_b,
27,Jakobs,Assault Rifle,44,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_a,
27,Jakobs,Assault Rifle,45,Scope Accessory,JAK_AR.part_scope_acc_s02_l01_b,
27,Jakobs,Assault Rifle,46,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_a,
27,Jakobs,Assault Rifle,47,Scope Accessory,JAK_AR.part_scope_acc_s01_l02_b,
27,Jakobs,Assault Rifle,48,Grip,JAK_AR.part_grip_05a_ted_legs,
27,Jakobs,Assault Rifle,49,Grip,JAK_AR.part_grip_05c_ted_jav,
27,Jakobs,Assault Rifle,50,Grip,JAK_AR.part_grip_05b_ted_homing,
27,Jakobs,Assault Rifle,51,Grip,JAK_AR.part_grip_04_hyp,
27,Jakobs,Assault Rifle,52,Grip,JAK_AR.part_grip_01,
27,Jakobs,Assault Rifle,53,Grip,JAK_AR.part_grip_02,
27,Jakobs,Assault Rifle,54,Grip,JAK_AR.part_grip_03,
27,Jakobs,Assault Rifle,55,Underbarrel,JAK_AR.part_underbarrel_03_shotgun,
27,Jakobs,Assault Rifle,56,Underbarrel,JAK_AR.part_underbarrel_01_flintlock,
27,Jakobs,Assault Rifle,57,Underbarrel,JAK_AR.part_underbarrel_02_crank,
27,Jakobs,Assault Rifle,58,Underbarrel,JAK_AR.part_underbarrel_04_atlas_ball,
27,Jakobs,Assault Rifle,59,Underbarrel,JAK_AR.part_underbarrel_04_atlas,
27,Jakobs,Assault Rifle,60,Underbarrel,JAK_AR.part_underbarrel_05_ammoswitcher,
27,Jakobs,Assault Rifle,61,Foregrip,JAK_AR.part_foregrip_01,
27,Jakobs,Assault Rifle,62,Foregrip,JAK_AR.part_foregrip_02,
27,Jakobs,Assault Rifle,63,Foregrip,JAK_AR.part_foregrip_03,
27,Jakobs,Assault Rifle,64,Manufacturer Part,JAK_AR.part_secondary_ammo_smg,
27,Jakobs,Assault Rifle,65,Manufacturer Part,JAK_AR.part_secondary_ammo_sg,
27,Jakobs,Assault Rifle,66,Manufacturer Part,JAK_AR.part_secondary_ammo_sr,
27,Jakobs,Assault Rifle,67,Manufacturer Part,JAK_AR.part_secondary_ammo_ps,
27,Jakobs,Assault Rifle,68,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_a,
27,Jakobs,Assault Rifle,69,Scope Accessory,JAK_AR.part_scope_acc_s02_l02_b,
27,Jakobs,Assault Rifle,71,Scope,JAK_AR.part_scope_02_lens_02_b02,
27,Jakobs,Assault Rifle,73,Barrel,JAK_AR.part_barrel_01_bonnieclyde,Bonnie and Clyde
27,Jakobs,Assault Rifle,75,Barrel,JAK_AR.part_barrel_02_rowan,Rowan's Charge
27,Jakobs,Assault Rifle,76,Barrel,JAK_AR.part_barrel_02_screenwriter,
27,Jakobs,Assault Rifle,78,Barrel,JAK_AR.part_barrel_02_rowdy,Rowdy Rider
27,Jakobs,Assault Rifle,85,Manufacturer Part,JAK_AR.part_shield_ammo,
27,Jakobs,Assault Rifle,80,Barrel,JAK_AR.part_barrel_01_gomie,Gomie
27,Jakobs,Assault Rifle,82,Barrel,JAK_AR.part_barrel_02_fishward,Fishward
27,Jakobs,Assault Rifle,84,Foregrip,JAK_AR.part_underbarrel_02_crank_fishward,
3,Jakobs,Pistol,2,Body,JAK_PS.part_body,
3,Jakobs,Pistol,3,Body Accessory,JAK_PS.part_body_a,
3,Jakobs,Pistol,4,Body Accessory,JAK_PS.part_body_b,
3,Jakobs,Pistol,5,Body Accessory,JAK_PS.part_body_c,
3,Jakobs,Pistol,6,Body Accessory,JAK_PS.part_body_d,
3,Jakobs,Pistol,7,Barrel,JAK_PS.part_barrel_01,Cuca
3,Jakobs,Pistol,8,Barrel,JAK_PS.part_barrel_02,Muki
3,Jakobs,Pistol,9,Manufacturer Part,JAK_PS.part_shield_default,
3,Jakobs,Pistol,10,Manufacturer Part,JAK_PS.part_shield_ricochet,
3,Jakobs,Pistol,11,Manufacturer Part,JAK_PS.part_shield_ammo,
3,Jakobs,Pistol,12,Manufacturer Part,JAK_PS.part_shield_amp,
3,Jakobs,Pistol,13,Magazine,JAK_PS.part_mag_01,
3,Jakobs,Pistol,14,Magazine,JAK_PS.part_mag_02,
3,Jakobs,Pistol,15,Magazine,JAK_PS.part_mag_03_tor,
3,Jakobs,Pistol,16,Magazine,JAK_PS.part_mag_04_cov,
3,Jakobs,Pistol,17,Magazine,JAK_PS.part_mag_05_borg,
3,Jakobs,Pistol,18,Manufacturer Part,JAK_PS.part_mag_torgue_normal,
3,Jakobs,Pistol,19,Manufacturer Part,JAK_PS.part_mag_torgue_sticky,
3,Jakobs,Pistol,20,Tediore Throw Reload,JAK_PS.part_mag_ted_thrown_01,
3,Jakobs,Pistol,21,Tediore Throw Reload,JAK_PS.part_mag_ted_thrown_02,
3,Jakobs,Pistol,22,Tediore Throw Reload,JAK_PS.part_mag_ted_thrown_03_tor,
3,Jakobs,Pistol,23,Tediore Throw Reload,JAK_PS.part_mag_ted_thrown_04_cov,
3,Jakobs,Pistol,24,Tediore Throw Reload,JAK_PS.part_mag_ted_thrown_05_bor,
3,Jakobs,Pistol,25,Scope,JAK_PS.part_scope_ironsight,
3,Jakobs,Pistol,26,Scope,JAK_PS.part_scope_01_lens_01,
3,Jakobs,Pistol,27,Scope,JAK_PS.part_scope_01_lens_02,
3,Jakobs,Pistol,28,Scope,JAK_PS.part_scope_02_lens_01,
3,Jakobs,Pistol,29,Scope,JAK_PS.part_scope_02_lens_02,
3,Jakobs,Pistol,30,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_a,
3,Jakobs,Pistol,31,Scope Accessory,JAK_PS.part_scope_acc_s01_l01_b,
3,Jakobs,Pistol,32,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_a,
3,Jakobs,Pistol,33,Scope Accessory,JAK_PS.part_scope_acc_s02_l01_b,
3,Jakobs,Pistol,34,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_a,
3,Jakobs,Pistol,35,Scope Accessory,JAK_PS.part_scope_acc_s01_l02_b,
3,Jakobs,Pistol,36,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_a,
3,Jakobs,Pistol,37,Scope Accessory,JAK_PS.part_scope_acc_s02_l02_b,
3,Jakobs,Pistol,38,Grip,JAK_PS.part_grip_05b_ted_homing,
3,Jakobs,Pistol,39,Grip,JAK_PS.part_grip_05c_ted_jav,
3,Jakobs,Pistol,40,Grip,JAK_PS.part_grip_05a_ted_legs,
3,Jakobs,Pistol,41,Grip,JAK_PS.part_grip_01,
3,Jakobs,Pistol,42,Grip,JAK_PS.part_grip_02,
3,Jakobs,Pistol,43,Grip,JAK_PS.part_grip_03,
3,Jakobs,Pistol,44,Grip,JAK_PS.part_grip_04_hyp,
3,Jakobs,Pistol,45,Underbarrel,JAK_PS.part_underbarrel_02_knifelauncher,
3,Jakobs,Pistol,46,Underbarrel,JAK_PS.part_underbarrel_01_microrocket,
3,Jakobs,Pistol,47,Underbarrel,JAK_PS.part_underbarrel_05_ammoswitcher,
3,Jakobs,Pistol,48,Underbarrel,JAK_PS.part_underbarrel_04_atlas,
3,Jakobs,Pistol,49,Foregrip,JAK_PS.part_foregrip_02,
3,Jakobs,Pistol,50,Foregrip,JAK_PS.part_foregrip_03,
3,Jakobs,Pistol,51,Barrel Accessory,JAK_PS.part_barrel_01_a,
3,Jakobs,Pistol,52,Barrel Accessory,JAK_PS.part_barrel_01_b,
3,Jakobs,Pistol,53,Barrel Accessory,JAK_PS.part_barrel_01_c,
3,Jakobs,Pistol,54,Barrel Accessory,JAK_PS.part_barrel_01_d,
3,Jakobs,Pistol,55,Barrel Accessory,JAK_PS.part_barrel_02_a,
3,Jakobs,Pistol,56,Barrel Accessory,JAK_PS.part_barrel_02_b,
3,Jakobs,Pistol,57,Barrel Accessory,JAK_PS.part_barrel_02_c,
3,Jakobs,Pistol,58,Barrel Accessory,JAK_PS.part_barrel_02_d,
3,Jakobs,Pistol,59,Tediore Payload,JAK_PS.part_barrel_licensed_ted,Tediore Throw
3,Jakobs,Pistol,60,Tediore Payload,JAK_PS.part_barrel_licensed_ted_shooting,Tediore Shooting
3,Jakobs,Pistol,61,Tediore Payload,JAK_PS.part_barrel_licensed_ted_mirv,Tediore MIRV
3,Jakobs,Pistol,62,Tediore Payload,JAK_PS.part_barrel_licensed_ted_combo,Tediore Combo
3,Jakobs,Pistol,63,Manufacturer Part,JAK_PS.part_barrel_licensed_hyp,
3,Jakobs,Pistol,64,Manufacturer Part,JAK_PS.part_secondary_ammo_smg,
3,Jakobs,Pistol,65,Manufacturer Part,JAK_PS.part_secondary_ammo_sg,
3,Jakobs,Pistol,66,Manufacturer Part,JAK_PS.part_secondary_ammo_ar,
3,Jakobs,Pistol,67,Manufacturer Part,JAK_PS.part_secondary_ammo_sr,
3,Jakobs,Pistol,68,Underbarrel,JAK_PS.part_underbarrel_03_vial,
3,Jakobs,Pistol,69,Underbarrel,JAK_PS.part_underbarrel_04_atlas_ball,
3,Jakobs,Pistol,70,Foregrip,JAK_PS.part_foregrip_01,
3,Jakobs,Pistol,72,Barrel,JAK_PS.part_barrel_quickdraw,San Saba Songbird
3,Jakobs,Pistol,75,Barrel,JAK_PS.part_barrel_02_kingsgambit,King's Gambit
3,Jakobs,Pistol,77,Barrel,JAK_PS.part_barrel_01_phantom_flame,Phantom Flame
3,Jakobs,Pistol,80,Barrel,JAK_PS.part_barrel_01_seventh_sense,Seventh Sense
3,Jakobs,Pistol,82,Barrel,JAK_PS.part_barrel_shalashaska,Shalashaska
3,Jakobs,Pistol,84,Barrel,JAK_PS.part_barrel_shoals,Shoals
9,Jakobs,Shotgun,1,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_shock,
9,Jakobs,Shotgun,2,Body,JAK_SG.part_body,
9,Jakobs,Shotgun,3,Body Accessory,JAK_SG.part_body_a,
9,Jakobs,Shotgun,4,Body Accessory,JAK_SG.part_body_b,
9,Jakobs,Shotgun,5,Body Accessory,JAK_SG.part_body_c,
9,Jakobs,Shotgun,6,Body Accessory,JAK_SG.part_body_d,
9,Jakobs,Shotgun,7,Barrel,JAK_SG.part_barrel_01,Dullahan
9,Jakobs,Shotgun,8,Barrel,JAK_SG.part_barrel_02,Balor
9,Jakobs,Shotgun,9,Manufacturer Part,JAK_SG.part_shield_default,
9,Jakobs,Shotgun,10,Manufacturer Part,JAK_SG.part_shield_ricochet,
9,Jakobs,Shotgun,11,Manufacturer Part,JAK_SG.part_shield_ammo,
9,Jakobs,Shotgun,12,Manufacturer Part,JAK_SG.part_shield_amp,
9,Jakobs,Shotgun,13,Magazine,JAK_SG.part_mag_05_borg,
9,Jakobs,Shotgun,14,Magazine,JAK_SG.part_mag_04_cov,
9,Jakobs,Shotgun,15,Magazine,JAK_SG.part_mag_03_tor,
9,Jakobs,Shotgun,16,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cryo_fire_rad,
9,Jakobs,Shotgun,17,Magazine,JAK_SG.part_mag_02,
9,Jakobs,Shotgun,18,Tediore Throw Reload,JAK_SG.part_mag_ted_thrown_01,
9,Jakobs,Shotgun,19,Tediore Throw Reload,JAK_SG.part_mag_ted_thrown_02,
9,Jakobs,Shotgun,20,Tediore Throw Reload,JAK_SG.part_mag_ted_thrown_03_tor,
9,Jakobs,Shotgun,21,Tediore Throw Reload,JAK_SG.part_mag_ted_thrown_04_cov,
9,Jakobs,Shotgun,22,Tediore Throw Reload,JAK_SG.part_mag_ted_thrown_05_bor,
9,Jakobs,Shotgun,23,Scope,JAK_SG.part_scope_ironsight,
9,Jakobs,Shotgun,24,Scope,JAK_SG.part_scope_01_lens_01,
9,Jakobs,Shotgun,25,Scope,JAK_SG.part_scope_01_lens_02,
9,Jakobs,Shotgun,26,Scope,JAK_SG.part_scope_02_lens_01,
9,Jakobs,Shotgun,27,Scope,JAK_SG.part_scope_02_lens_02,
9,Jakobs,Shotgun,28,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_a,
9,Jakobs,Shotgun,29,Scope Accessory,JAK_SG.part_scope_acc_s01_l01_b,
9,Jakobs,Shotgun,30,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_a,
9,Jakobs,Shotgun,31,Scope Accessory,JAK_SG.part_scope_acc_s02_l01_b,
9,Jakobs,Shotgun,32,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_a,
9,Jakobs,Shotgun,33,Scope Accessory,JAK_SG.part_scope_acc_s01_l02_b,
9,Jakobs,Shotgun,34,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_a,
9,Jakobs,Shotgun,35,Scope Accessory,JAK_SG.part_scope_acc_s02_l02_b,
9,Jakobs,Shotgun,36,Grip,JAK_SG.part_grip_05c_ted_jav,
9,Jakobs,Shotgun,37,Grip,JAK_SG.part_grip_05b_ted_homing,
9,Jakobs,Shotgun,38,Grip,JAK_SG.part_grip_04_hyp,
9,Jakobs,Shotgun,39,Grip,JAK_SG.part_grip_05a_ted_legs,
9,Jakobs,Shotgun,40,Grip,JAK_SG.part_grip_01,
9,Jakobs,Shotgun,41,Grip,JAK_SG.part_grip_02,
9,Jakobs,Shotgun,42,Grip,JAK_SG.part_grip_03,
9,Jakobs,Shotgun,43,Underbarrel,JAK_SG.part_underbarrel_04_atlas_ball,
9,Jakobs,Shotgun,44,Underbarrel,JAK_SG.part_underbarrel_04_atlas,
9,Jakobs,Shotgun,45,Underbarrel,JAK_SG.part_underbarrel_03_grenade,
9,Jakobs,Shotgun,46,Underbarrel,JAK_SG.part_underbarrel_02_meathook,
9,Jakobs,Shotgun,47,Foregrip,JAK_SG.part_foregrip_02,
9,Jakobs,Shotgun,48,Foregrip,JAK_SG.part_foregrip_03,
9,Jakobs,Shotgun,49,Underbarrel,JAK_SG.part_underbarrel_05_ammoswitcher,
9,Jakobs,Shotgun,50,Underbarrel,JAK_SG.part_underbarrel_01_knifelauncher,
9,Jakobs,Shotgun,51,Manufacturer Part,JAK_SG.part_secondary_ammo_smg,
9,Jakobs,Shotgun,52,Manufacturer Part,JAK_SG.part_secondary_ammo_ps,
9,Jakobs,Shotgun,53,Manufacturer Part,JAK_SG.part_secondary_ammo_assaultrifle,
9,Jakobs,Shotgun,54,Manufacturer Part,JAK_SG.part_secondary_ammo_sr,
9,Jakobs,Shotgun,55,Barrel Accessory,JAK_SG.part_barrel_01_a,
9,Jakobs,Shotgun,56,Barrel Accessory,JAK_SG.part_barrel_01_b,
9,Jakobs,Shotgun,57,Barrel Accessory,JAK_SG.part_barrel_01_c,
9,Jakobs,Shotgun,58,Barrel Accessory,JAK_SG.part_barrel_01_d,
9,Jakobs,Shotgun,59,Barrel Accessory,JAK_SG.part_barrel_02_a,
9,Jakobs,Shotgun,60,Barrel Accessory,JAK_SG.part_barrel_02_b,
9,Jakobs,Shotgun,61,Barrel Accessory,JAK_SG.part_barrel_02_c,
9,Jakobs,Shotgun,62,Barrel Accessory,JAK_SG.part_barrel_02_d,
9,Jakobs,Shotgun,63,Tediore Payload,JAK_SG.part_barrel_licensed_ted,Tediore Throw
9,Jakobs,Shotgun,64,Tediore Payload,JAK_SG.part_barrel_licensed_ted_shooting,Tediore Shooting
9,Jakobs,Shotgun,65,Tediore Payload,JAK_SG.part_barrel_licensed_ted_mirv,Tediore MIRV
9,Jakobs,Shotgun,66,Tediore Payload,JAK_SG.part_barrel_licensed_ted_combo,Tediore Combo
9,Jakobs,Shotgun,67,Manufacturer Part,JAK_SG.part_barrel_licensed_hyp,
9,Jakobs,Shotgun,68,Foregrip,JAK_SG.part_foregrip_01,
9,Jakobs,Shotgun,69,Manufacturer Part,JAK_SG.part_mag_torgue_normal,
9,Jakobs,Shotgun,70,Manufacturer Part,JAK_SG.part_mag_torgue_sticky,
9,Jakobs,Shotgun,71,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cor_rad_shock,
9,Jakobs,Shotgun,72,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cor_fire_shock,
9,Jakobs,Shotgun,73,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cor_fire_rad,
9,Jakobs,Shotgun,74,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_shock,
9,Jakobs,Shotgun,75,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_rad,
9,Jakobs,Shotgun,76,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cor_cryo_fire,
9,Jakobs,Shotgun,77,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_fire_rad_shock,
9,Jakobs,Shotgun,78,Magazine,JAK_SG.part_mag_01_slugger,Hot Slugger
9,Jakobs,Shotgun,79,Barrel,JAK_SG.part_barrel_01_slugger,Hot Slugger
9,Jakobs,Shotgun,82,Barrel,JAK_SG.part_barrel_01_hellwalker,Hellwalker
9,Jakobs,Shotgun,84,Special Element Set,JAK_SG.part_body_ele_rainbowvomit_cryo_rad_shock,
9,Jakobs,Shotgun,86,Barrel,JAK_SG.part_barrel_rainbowvomit,Rainbow Vomit
9,Jakobs,Shotgun,87,Magazine,JAK_SG.part_mag_rainbowvomit,Rainbow Vomit
9,Jakobs,Shotgun,88,Manufacturer Part,JAK_SG.part_mag_torgue_sticky_tkswave,T.K's Wave
9,Jakobs,Shotgun,89,Manufacturer Part,JAK_SG.part_mag_torgue_normal_tkswave,T.K's Wave
9,Jakobs,Shotgun,90,Barrel,JAK_SG.part_barrel_tkswave,T.K's Wave
9,Jakobs,Shotgun,92,Magazine,JAK_SG.part_mag_02_b02,
9,Jakobs,Shotgun,93,Magazine,JAK_SG.part_mag_01_b01,
9,Jakobs,Shotgun,94,Magazine,JAK_SG.part_mag_01_b02,
9,Jakobs,Shotgun,99,Barrel,JAK_SG.part_barrel_Doeshot,Doeshot
9,Jakobs,Shotgun,102,Barrel,JAK_SG.part_barrel_01_constable,Constable
24,Jakobs,Sniper,2,Body,JAK_SR.part_body,
24,Jakobs,Sniper,3,Body Accessory,JAK_SR.part_body_a,
24,Jakobs,Sniper,4,Body Accessory,JAK_SR.part_body_b,
24,Jakobs,Sniper,5,Body Accessory,JAK_SR.part_body_c,
24,Jakobs,Sniper,6,Body Accessory,JAK_SR.part_body_d,
24,Jakobs,Sniper,7,Barrel,JAK_SR.part_barrel_01,Inkanyamba
24,Jakobs,Sniper,8,Barrel,JAK_SR.part_barrel_02,Xiuhcoatl
24,Jakobs,Sniper,9,Manufacturer Part,JAK_SR.part_shield_default,
24,Jakobs,Sniper,10,Manufacturer Part,JAK_SR.part_shield_ricochet,
24,Jakobs,Sniper,11,Manufacturer Part,JAK_SR.part_shield_ammo,
24,Jakobs,Sniper,12,Manufacturer Part,JAK_SR.part_shield_amp,
24,Jakobs,Sniper,13,Magazine,JAK_SR.part_mag_01,
24,Jakobs,Sniper,14,Magazine,JAK_SR.part_mag_02,
24,Jakobs,Sniper,15,Magazine,JAK_SR.part_mag_03_tor,
24,Jakobs,Sniper,16,Magazine,JAK_SR.part_mag_04_cov,
24,Jakobs,Sniper,17,Magazine,JAK_SR.part_mag_05_borg,
24,Jakobs,Sniper,18,Manufacturer Part,JAK_SR.part_mag_torgue_normal,
24,Jakobs,Sniper,19,Manufacturer Part,JAK_SR.part_mag_torgue_sticky,
24,Jakobs,Sniper,20,Tediore Throw Reload,JAK_SR.part_mag_ted_thrown_01,
24,Jakobs,Sniper,21,Tediore Throw Reload,JAK_SR.part_mag_ted_thrown_02,
24,Jakobs,Sniper,22,Tediore Throw Reload,JAK_SR.part_mag_ted_thrown_03_tor,
24,Jakobs,Sniper,23,Tediore Throw Reload,JAK_SR.part_mag_ted_thrown_04_cov,
24,Jakobs,Sniper,24,Tediore Throw Reload,JAK_SR.part_mag_ted_thrown_05_bor,
24,Jakobs,Sniper,25,Scope,JAK_SR.part_scope_ironsight,
24,Jakobs,Sniper,26,Scope,JAK_SR.part_scope_01_lens_01,
24,Jakobs,Sniper,27,Scope,JAK_SR.part_scope_01_lens_02,
24,Jakobs,Sniper,28,Scope,JAK_SR.part_scope_02_lens_01,
24,Jakobs,Sniper,29,Scope,JAK_SR.part_scope_02_lens_02,
24,Jakobs,Sniper,30,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_a,
24,Jakobs,Sniper,31,Scope Accessory,JAK_SR.part_scope_acc_s01_l01_b,
24,Jakobs,Sniper,32,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_a,
24,Jakobs,Sniper,33,Scope Accessory,JAK_SR.part_scope_acc_s02_l01_b,
24,Jakobs,Sniper,34,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_a,
24,Jakobs,Sniper,35,Scope Accessory,JAK_SR.part_scope_acc_s01_l02_b,
24,Jakobs,Sniper,36,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_a,
24,Jakobs,Sniper,37,Scope Accessory,JAK_SR.part_scope_acc_s02_l02_b,
24,Jakobs,Sniper,38,Grip,JAK_SR.part_grip_05a_ted_legs,
24,Jakobs,Sniper,39,Grip,JAK_SR.part_grip_05c_ted_jav,
24,Jakobs,Sniper,40,Grip,JAK_SR.part_grip_05b_ted_homing,
24,Jakobs,Sniper,41,Grip,JAK_SR.part_grip_04_hyp,
24,Jakobs,Sniper,42,Grip,JAK_SR.part_grip_01,
24,Jakobs,Sniper,43,Grip,JAK_SR.part_grip_02,
24,Jakobs,Sniper,44,Grip,JAK_SR.part_grip_03,
24,Jakobs,Sniper,45,Underbarrel,JAK_SR.part_underbarrel_01_shotgun,
24,Jakobs,Sniper,46,Underbarrel,JAK_SR.part_underbarrel_02_rocket,
24,Jakobs,Sniper,47,Underbarrel,JAK_SR.part_underbarrel_04_atlas_ball,
24,Jakobs,Sniper,48,Underbarrel,JAK_SR.part_underbarrel_05_ammoswitcher,
24,Jakobs,Sniper,49,Foregrip,JAK_SR.part_foregrip_02,
24,Jakobs,Sniper,50,Foregrip,JAK_SR.part_foregrip_03,
24,Jakobs,Sniper,51,Foregrip,JAK_SR.part_foregrip_01,
24,Jakobs,Sniper,52,Underbarrel,JAK_SR.part_underbarrel_04_atlas,
24,Jakobs,Sniper,53,Underbarrel,JAK_SR.part_underbarrel_03_crank,
24,Jakobs,Sniper,54,Manufacturer Part,JAK_SR.part_secondary_ammo_smg,
24,Jakobs,Sniper,55,Manufacturer Part,JAK_SR.part_secondary_ammo_ar,
24,Jakobs,Sniper,56,Manufacturer Part,JAK_SR.part_secondary_ammo_ps,
24,Jakobs,Sniper,57,Barrel Accessory,JAK_SR.part_barrel_01_a,
24,Jakobs,Sniper,58,Barrel Accessory,JAK_SR.part_barrel_01_b,
24,Jakobs,Sniper,59,Barrel Accessory,JAK_SR.part_barrel_01_c,
24,Jakobs,Sniper,60,Barrel Accessory,JAK_SR.part_barrel_01_d,
24,Jakobs,Sniper,61,Barrel Accessory,JAK_SR.part_barrel_02_a,
24,Jakobs,Sniper,62,Barrel Accessory,JAK_SR.part_barrel_02_b,
24,Jakobs,Sniper,63,Barrel Accessory,JAK_SR.part_barrel_02_c,
24,Jakobs,Sniper,64,Barrel Accessory,JAK_SR.part_barrel_02_d,
24,Jakobs,Sniper,65,Tediore Payload,JAK_SR.part_barrel_licensed_ted,Tediore Throw
24,Jakobs,Sniper,66,Tediore Payload,JAK_SR.part_barrel_licensed_ted_shooting,Tediore Shooting
24,Jakobs,Sniper,67,Tediore Payload,JAK_SR.part_barrel_licensed_ted_combo,Tediore Combo
24,Jakobs,Sniper,68,Tediore Payload,JAK_SR.part_barrel_licensed_ted_mirv,Tediore MIRV
24,Jakobs,Sniper,69,Manufacturer Part,JAK_SR.part_barrel_licensed_hyp,
24,Jakobs,Sniper,70,Manufacturer Part,JAK_SR.part_secondary_ammo_sg,
24,Jakobs,Sniper,72,Barrel,JAK_SR.part_barrel_ballista,Borstel Ballista
24,Jakobs,Sniper,74,Barrel,JAK_SR.part_barrel_02_boomslang,Boomslang
24,Jakobs,Sniper,75,Barrel,JAK_SR.part_barrel_truck,Truck
24,Jakobs,Sniper,77,Barrel,JAK_SR.part_barrel_02_fearstalker,Fearstalker
24,Jakobs,Sniper,81,Manufacturer Part,JAK_SR.part_mag_torgue_normal_fearstalker,Fearstalker
